engine_id,cycle,op_mode,op1,op2,op3,vibration_index,thermal_index,efficiency_index,fuel_index,overall_HI,HI_smooth,HI_trend,risk
1,1,2,0.295640293,0.351646031,0.808188,1.053648307439882,0.9843220186393786,0.9903906315634753,1.024053124772729,2.026973852222746,2.026973852222746,,Later
1,2,2,0.222863909,0.170596255,0.787128465,0.9521669611869943,1.533652638612797,1.1804984126959839,0.8967460679129742,2.335902898366109,2.1814383752944275,,Later
1,3,2,0.30451711,0.376601486,0.740109304,0.9263877484501513,0.9544961915801463,0.6089703323839453,0.9080359570755631,1.721810502141711,2.028229084243522,,Later
1,4,2,0.298617852,0.351775625,0.786298454,0.7320297025527553,1.1106397577481262,0.5033879071404403,0.4701198875844553,1.497931991336037,1.8956548110166507,,Later
1,5,2,0.253235562,0.381229359,0.845180705,0.7645347101135225,0.9475041554122532,0.6891350321925607,0.8630982759492983,1.6438136068403704,1.8452865701813947,-0.06491581283604787,Later
1,6,2,0.277074684,0.367214631,0.806415997,0.6955445448677241,1.0361605543966637,0.9895511052183744,0.8644483841579245,1.8121515684663365,1.8397640698955515,-0.0593451028629128,Later
1,7,2,0.28198681,0.34497827,0.773774703,0.6400979069634259,0.9315958547852574,0.5747415874948921,0.18767167018565475,1.2818520645294662,1.7600623548432537,-0.059536629178512865,Later
1,8,2,0.248207591,0.302151574,0.818216189,0.8251722117624176,0.9329691683858115,1.1440131754190963,0.6584153516652023,1.814832655939464,1.76690864248028,-0.05408452207538427,Later
1,9,2,0.268751197,0.307982095,0.793230125,0.7963642163769036,0.6938023719469268,0.7483888524513306,1.0783910165706823,1.6848058509924966,1.7577861100927485,-0.04854273944806785,Later
1,10,2,0.258276739,0.352653714,0.76128913,0.8937056729846212,0.625540553039725,1.2289124500009918,0.5417501342132756,1.7302398189585402,1.7550314809793277,-0.04322393500136205,Later
1,11,2,0.287068043,0.463129878,0.776890042,1.4948904181739548,1.5248022068730176,1.5671108117277788,1.9697156401227784,3.3008082542934103,1.882414921186394,-0.03256788824823048,Later
1,12,2,0.285161027,0.350007133,0.798425535,1.3651198955778516,0.8302367966574812,1.4171249372530599,1.2526458536267628,2.4759261277791325,1.8964172441276965,-0.024629006998749585,Later
1,13,2,0.288539572,0.278505447,0.786734334,0.7573126490529953,0.6127301301414485,0.9983263620302676,0.32433856132745814,1.4320655321204319,1.8674427471255683,-0.019974039979943712,Later
1,14,2,0.27934039,0.39080427,0.810577624,0.6447328891782153,0.9481058385277195,1.1507452373690807,0.9789324085179295,1.8966044503830457,1.9073099930302697,-0.015338309685704625,Later
1,15,2,0.300087221,0.377037287,0.803464662,0.3116155941727935,0.8243015793428538,0.6347000448786216,0.4379890580347689,1.1710063766546683,1.8600292700116992,-0.013123645327770815,Later
1,16,2,0.287513601,0.397452984,0.738622364,0.5999877976862227,0.46309236774559615,1.091681883552702,0.46713021721081144,1.4086943859990289,1.819683551764968,-0.012242261226189093,Later
1,17,2,0.243713411,0.302487086,0.808872693,0.8048547815101434,0.4998456125420763,0.539940776925176,0.7665450740827462,1.332953205811963,1.8247936658932182,-0.011297147129918658,Later
1,18,2,0.348061151,0.357924923,0.806340049,0.5497523632382461,0.6435966894042324,1.1063831756661529,1.32921126996622,1.9254429856789987,1.8358546988671716,-0.010241660393871505,Later
1,19,2,0.310056819,0.263690708,0.778045105,1.172970422283038,1.3902103411109676,0.4526922526332936,0.33746653806709076,1.9045625072419952,1.8578303644921212,-0.008977459477245797,Later
1,20,2,0.30064803,0.312076889,0.794186739,1.316141679896288,0.9896879980930696,1.366151995942489,0.6418701587884946,2.233848659128569,1.9081912485091244,-0.00720870818807198,Later
1,21,2,0.289312667,0.458791282,0.846629475,1.1504425776672076,1.211809405725772,0.7749472915973645,1.012749270668749,2.1019525566266215,1.7883056787424454,-0.0060733302329834295,Later
1,22,2,0.2705488,0.358644969,0.79016181,0.8588108203775467,1.0846666884530005,1.3248903129128486,1.3163531790090761,2.3242585663765465,1.7731389226021868,-0.0023568071915782583,Later
1,23,2,0.263816978,0.284725989,0.811924867,0.7891769256208438,0.7638937160294628,0.728014419283568,1.0759568047910093,1.7011824916165041,1.8000506185517942,-6.094128073096644e-05,Later
1,24,2,0.270188018,0.358955125,0.787690561,0.7159213880804894,0.8251925751758862,0.43340945875551484,1.1112853450000384,1.6174934611883622,1.7721395196323257,8.60421595517838e-05,Later
1,25,2,0.308328388,0.34914081,0.782251778,0.6805437713243444,0.9219613652165128,0.5720476383818753,0.2364198849368676,1.3024152357109848,1.7852804055379576,-0.00018879819156745144,Later
1,26,2,0.301647447,0.399622945,0.777546843,1.1640002985374978,0.4337699581183071,0.8862331034776625,0.7363998173744072,1.6943278538376365,1.8138437523218183,-5.255327037274187e-05,Later
1,27,2,0.261270369,0.417754575,0.854959195,1.7558859386768384,1.194050906399776,1.528299477649857,1.6236812663594955,3.079112395614809,1.9884596713021025,0.0013587345678704765,Later
1,28,2,0.279513931,0.31313336,0.798468827,1.2016391119078684,1.3687893034782852,0.4419778893492578,0.9699413709681968,2.1103676055068203,2.0069521332848845,0.0027988451017022797,Later
1,29,2,0.326397407,0.365230965,0.822903575,1.457483533374642,1.267883529187185,1.3459725157255547,1.3125182056932407,2.695576551872932,2.0860535377479783,0.00486396805888095,Later
1,30,2,0.267479117,0.374176237,0.782369055,0.8537397079902481,0.5820340188249912,0.5850105522003456,1.3536755851195916,1.8006415590015317,2.042732827735275,0.0057730943567110855,Later
1,31,1,0.729929809,0.859888233,0.783327653,2.591058843944703,2.5041470713373464,1.53179611744149,3.0662484202405835,4.973189842315309,2.3298565563041436,0.012362672078334426,Later
1,32,1,0.535786638,0.854034491,0.714437249,2.7279623894670992,2.0012884296278743,1.772747377452324,3.3546403169820693,5.08361870103326,2.6057925697698154,0.02244243759497994,Later
1,33,1,0.591563979,0.909839049,0.698048009,3.2326046897034915,3.532972802434265,2.4024119242124224,3.973430222344684,6.670184456825267,3.102692766290691,0.03809655547671399,Later
1,34,1,0.599647607,0.811978497,0.730685516,3.283993894300893,1.8498066637914898,1.63707715228494,2.0606507286924747,4.597032044635663,3.4006466246354217,0.05677912105334911,Later
1,35,1,0.583853511,0.88893422,0.712236178,3.1354232827227233,3.2388281395563796,1.888033757690852,2.3919458663285598,5.441228112939991,3.8145279123583213,0.07838211972782999,Later
1,36,1,0.485457516,0.771675239,0.659350135,2.7291572789499297,1.4953428428934774,1.4657273206168733,3.715227623147537,5.063163293953628,4.151411456369921,0.10122160710031514,Later
1,37,1,0.60662918,0.86419809,0.760048172,3.1311896811733333,3.422149001517977,2.2104609043069225,2.662400745439032,5.787051731828613,4.422205389991301,0.12450390750008568,Later
