cycle,op_mode,op1,op2,op3,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,plant,temperature,humidity,rainfall,temp_gap,humidity_stress,temp_difference,temp_ratio,mechanical_power,mechanical_stress,torque_per_speed,tool_wear_squared,tool_wear_log,humidity_temp_interaction,rainfall_binary,cycle_squared
-0.966996699669967,-0.6666666666666666,-0.688232907146999,-0.19041383806454218,0.27276839919629126,0.0,-0.49999999999990524,0.0,0.36877523553162855,0.12208258527827613,-0.8365384615384616,0.0,-0.9019705662259917,0.2692956745714539,-0.2,0.895797065406618,0.26929567457145387,1.0666666666666464,1.1191382853121379,0.4364106588269098,0.4364106588269097,-0.00454742925348127,-0.4933431952662722,-1.6318885476838767,-0.3352590400584918,-1.0,-0.5114076297359607
0.19471947194719472,0.6666666666666666,0.19940645092533582,0.6707742998531369,-0.10430777049109406,1.0,-0.49999999999990524,-0.6666666666667614,-0.7940780619111709,0.5314183123877915,-0.4519230769230769,0.0,0.8271389373908704,0.163424815702993,-0.2,-0.8679432976871422,0.1634248157029929,-1.5158245029549379e-13,-0.0047614876446555165,0.325224637761249,0.3252246377612486,0.7096603148506098,-0.35922090729783035,-0.5258005874666647,1.004456723275287,-1.0,0.21589673322023575
0.11551155115511551,0.3333333333333333,-0.9455735853111561,-0.01018097027627006,-0.5191348770423493,1.0,0.0,-0.6666666666667614,0.648721399730821,-0.4093357271095153,-0.7403846153846154,0.0,0.3342479421302064,0.13571365130118107,0.8,-0.37652325292215844,0.1357136513011809,-0.8000000000000607,-0.8753695025517803,-0.2789818631947747,-0.27898186319477475,-0.4577953070904701,-0.47460552268244577,-1.1970194089979482,0.5723730114989531,0.0,0.12350471964852755
-0.0429042904290429,0.3333333333333333,-0.6033813663463015,-0.10577673837656716,-0.7269098013597125,-1.0,0.16666666666669824,-0.3333333333334281,0.6594885598923284,-0.3303411131059246,0.7019230769230769,0.0,0.1985532551758538,0.456168398614442,0.8,-0.22133797562795277,0.45616839861444197,-0.5333333333334748,-0.6039864380796554,-0.1431713436266979,-0.1431713436266978,-0.403539595251631,0.9898915187376726,0.45954641524806294,0.7929483096676947,0.0,-0.04248771151420244
-0.8085808580858086,-1.0,1.1001983725482136,0.8906181531990532,0.30526435850432027,1.0,1.1666666666666983,1.5000000000000473,-0.8102288021534321,0.5385996409335726,-0.14423076923076922,0.0,0.1945622349713141,-0.8945732303046453,1.8,-0.10793334991295214,-0.8945732303046452,0.799999999999909,0.7404656115833416,0.32445834576715804,0.3244583457671578,0.7224902414614004,-0.13831360946745563,-0.13541279750022892,-0.6004869027525636,0.0,-0.4915720562007917
-0.8613861386138614,-0.6666666666666666,-0.7607767262671791,-0.31691098899965364,0.40254257125190085,1.0,0.8333333333333017,1.166666666666714,0.49259757738896365,-0.718132854578097,-0.34615384615384615,0.0,-0.4350212022948369,0.6817656985522693,-0.2,0.4998756528226873,0.6817656985522691,0.8000000000000607,0.7599528604689023,-0.8546808283321725,-0.8546808283321734,-0.6499339887129364,-0.29467455621301775,-0.37058907363864,0.4028547656359456,-1.0,-0.5009678541911349
0.6633663366336634,0.0,0.6514276259033454,-0.04315421822238822,-1.5177347081886778,0.0,-0.6666666666666035,-0.6666666666667614,-0.7133243606998654,0.5385996409335726,-0.9038461538461539,0.0,-0.38513344973808955,-0.7378985700328629,0.3,0.3407112658542692,-0.7378985700328629,0.26666666666658584,0.28583071777732383,0.38838478173572516,0.388384781735725,0.6829634844443412,-0.5005917159763313,-2.1670271420993195,-0.7448733782521829,0.0,0.8907194745312976
-0.636963696369637,0.0,0.3933592151138951,-0.35747444839721176,-1.5362633698181725,0.0,0.6666666666666983,0.8333333333333807,-0.06729475100942127,0.12208258527827613,0.5480769230769231,0.0,-0.84110750810676,0.4025224265032419,0.3,0.8848545138025437,0.40252242650324166,0.5333333333333232,0.48938956559102836,0.1833574641629546,0.18335746416295443,0.11900036387521937,0.7279585798816568,0.3779216463711821,-0.19069007622469503,0.0,-0.44180912610378875
0.38613861386138615,-0.6666666666666666,-0.6209498451482071,-0.2057409522177165,0.41140079229427723,0.0,0.16666666666669824,0.1666666666666193,0.46029609690444145,-0.4883303411131061,0.25961538461538464,0.0,0.3631828386131205,-0.15845101696420646,0.8,-0.3556329271325559,-0.1584510169642063,0.26666666666658584,0.23780884413100012,-0.49689614901432017,-0.49689614901432033,-0.475619844795091,0.3048816568047337,0.19992045416258997,0.2771527078582634,0.0,0.46503762669102616
0.8679867986798679,-1.0,0.6959563959865096,0.8214958676333577,-0.013251908299310762,0.0,-0.33333333333330173,-0.5000000000000474,3.022880215343203,-1.5439856373429082,-0.10576923076923077,0.0,0.13669244200548739,-0.38049560351718636,1.8,-0.16960954986321375,-0.3804956035171861,0.0,-0.014278075961780365,-1.529423033705796,-1.5294230337057961,-1.4824488464364576,-0.10359960552268245,-0.09714539192592345,-0.1086837983417494,0.0,1.2541324111531602
